 1728  pads
 1728  groups
   24  rows
    1  max number of pads in a group
   72  max number of pads   in row
   72  max number of groups in row
***************************************************
*  Layout for LP-TPC                               
                       centre [mm]       size [mm] 
  Pad  Group  Row      x        y        x       y 
  487   487   10    50.2228  -18.4466  3.0444  7.0417
  488   488   10    53.2654  -18.5518  3.0444  7.0417
  489   489   10    44.1371  -18.2548  3.0444  7.0417
  490   490   10    47.1800  -18.3476  3.0444  7.0417
  491   491   10    38.0506  -18.0877  3.0444  7.0417
  492   492   10    41.0939  -18.1682  3.0444  7.0417
  493   493   12    53.7663   -4.4774  3.0730  7.0417
  494   494   11    53.5159  -11.5146  3.0587  7.0417
  495   495   12    50.6952   -4.3712  3.0730  7.0417
  496   496   11    50.4590  -11.4089  3.0587  7.0417
  497   497   12    47.6238   -4.2713  3.0730  7.0417
  498   498   11    47.4019  -11.3095  3.0587  7.0417
  499   499   12    44.5522   -4.1776  3.0730  7.0417
  500   500   11    44.3446  -11.2162  3.0587  7.0417
  501   501   11    38.2296  -11.0483  3.0587  7.0417
  502   502   11    41.2872  -11.1291  3.0587  7.0417
  503   503   12    38.4085   -4.0089  3.0730  7.0417
  504   504   12    41.4804   -4.0901  3.0730  7.0417
  505   505    1    65.5765  -82.4793  2.9155  7.0417
  506   506    4    57.6752  -60.9976  2.9585  7.0417
  507   507    1    62.6639  -82.3490  2.9155  7.0417
  508   508    3    60.3378  -68.1534  2.9442  7.0417
  509   509    1    59.7510  -82.2245  2.9155  7.0417
  510   510    3    63.2793  -68.2791  2.9442  7.0417
  511   511    1    56.8379  -82.1060  2.9155  7.0417
  512   512    4    60.6312  -61.1179  2.9585  7.0417
  513   513    1    53.9246  -81.9934  2.9155  7.0417
  514   514    4    63.5870  -61.2441  2.9585  7.0417
  515   515    1    68.4889  -82.6156  2.9155  7.0417
  516   516    3    66.2205  -68.4107  2.9442  7.0417
  517   517    2    54.1894  -74.9567  2.9298  7.0417
  518   518    3    69.1615  -68.5484  2.9442  7.0417
  519   519    2    57.1170  -75.0699  2.9298  7.0417
  520   520    4    66.5425  -61.3764  2.9585  7.0417
  521   521    2    60.0444  -75.1890  2.9298  7.0417
  522   522    4    69.4978  -61.5147  2.9585  7.0417
  523   523    2    62.9716  -75.3140  2.9298  7.0417
  524   524    5    57.9543  -53.9615  2.9728  7.0417
  525   525    2    65.8985  -75.4450  2.9298  7.0417
  526   526    5    54.9837  -53.8467  2.9728  7.0417
  527   527    2    68.8252  -75.5820  2.9298  7.0417
  528   528    5    60.9247  -54.0823  2.9728  7.0417
  529   529    4    54.7189  -60.8833  2.9585  7.0417
  530   530    5    63.8947  -54.2092  2.9728  7.0417
  531   531    3    54.4542  -67.9200  2.9442  7.0417
  532   532    5    66.8646  -54.3421  2.9728  7.0417
  533   533    3    57.3961  -68.0337  2.9442  7.0417
  534   534    5    69.8341  -54.4811  2.9728  7.0417
  535   535    6    55.2485  -46.8100  2.9871  7.0417
  536   536    6    61.2181  -47.0468  2.9871  7.0417
  537   537    6    58.2334  -46.9253  2.9871  7.0417
  538   538    6    64.2024  -47.1743  2.9871  7.0417
  539   539    6    67.1866  -47.3078  2.9871  7.0417
  540   540    6    70.1704  -47.4475  2.9871  7.0417
  541   541    7    55.5133  -39.7733  3.0014  7.0417
  542   542    7    58.5125  -39.8892  3.0014  7.0417
  543   543    7    61.5115  -40.0112  3.0014  7.0417
  544   544    7    64.5102  -40.1393  3.0014  7.0417
  545   545    7    67.5086  -40.2735  3.0014  7.0417
  546   546    7    70.5067  -40.4138  3.0014  7.0417
  547   547    8    70.8430  -33.3802  3.0157  7.0417
  548   548    8    67.8306  -33.2392  3.0157  7.0417
  549   549    8    64.8179  -33.1044  3.0157  7.0417
  550   550    8    61.8049  -32.9757  3.0157  7.0417
  551   551    8    55.7781  -32.7366  3.0157  7.0417
  552   552    8    58.7916  -32.8531  3.0157  7.0417
  553   553    9    68.1526  -26.2049  3.0301  7.0417
  554   554    9    71.1793  -26.3466  3.0301  7.0417
  555   555    9    62.0983  -25.9401  3.0301  7.0417
  556   556    9    65.1256  -26.0694  3.0301  7.0417
  557   557    9    56.0429  -25.6999  3.0301  7.0417
  558   558    9    59.0707  -25.8169  3.0301  7.0417
  559   559   10    68.4746  -19.1706  3.0444  7.0417
  560   560   10    71.5157  -19.3129  3.0444  7.0417
  561   561   10    62.3917  -18.9046  3.0444  7.0417
  562   562   10    65.4333  -19.0345  3.0444  7.0417
  563   563   10    56.3077  -18.6632  3.0444  7.0417
  564   564   10    59.3498  -18.7808  3.0444  7.0417
  565   565   11    68.7966  -12.1363  3.0587  7.0417
  566   566   11    71.8520  -12.2793  3.0587  7.0417
  567   567   11    62.6851  -11.8690  3.0587  7.0417
  568   568   11    65.7410  -11.9996  3.0587  7.0417
  569   569   11    56.5725  -11.6265  3.0587  7.0417
  570   570   11    59.6289  -11.7447  3.0587  7.0417
  571   571   12    62.9785   -4.8335  3.0730  7.0417
  572   572   12    66.0487   -4.9646  3.0730  7.0417
  573   573   12    59.9080   -4.7085  3.0730  7.0417
  574   574   12    69.1186   -5.1020  3.0730  7.0417
  575   575   12    56.8373   -4.5899  3.0730  7.0417
  576   576   12    72.1883   -5.2457  3.0730  7.0417
  577   577   13    20.0670    3.3882  3.0873  7.0417
  578   578   13    35.5010    3.1058  3.0873  7.0417
  579   579   13    23.1541    3.3443  3.0873  7.0417
  580   580   13    32.4145    3.1748  3.0873  7.0417
  581   581   13    26.2410    3.2941  3.0873  7.0417
  582   582   13    29.3278    3.2376  3.0873  7.0417
  583   583   14    20.1601   10.4293  3.1016  7.0417
  584   584   14    26.3627   10.3347  3.1016  7.0417
  585   585   14    23.2614   10.3851  3.1016  7.0417
  586   586   14    32.5648   10.2149  3.1016  7.0417
  587   587   14    29.4638   10.2780  3.1016  7.0417
  588   588   15    23.3688   17.4260  3.1160  7.0417
  589   589   14    35.6657   10.1455  3.1016  7.0417
  590   590   15    26.4843   17.3753  3.1160  7.0417
  591   591   15    20.2532   17.4703  3.1160  7.0417
  592   592   15    32.7151   17.2550  3.1160  7.0417
  593   593   15    29.5998   17.3183  3.1160  7.0417
  594   594   16    23.4762   24.4668  3.1303  7.0417
  595   595   15    35.8303   17.1853  3.1160  7.0417
  596   596   16    26.6060   24.4159  3.1303  7.0417
  597   597   16    20.3462   24.5114  3.1303  7.0417
  598   598   16    32.8654   24.2950  3.1303  7.0417
  599   599   16    29.7358   24.3587  3.1303  7.0417
  600   600   17    36.1595   31.2648  3.1446  7.0417
  601   601   16    35.9949   24.2250  3.1303  7.0417
  602   602   17    26.7277   31.4565  3.1446  7.0417
  603   603   17    23.5835   31.5077  3.1446  7.0417
  604   604   17    33.0157   31.3351  3.1446  7.0417
  605   605   17    20.4393   31.5524  3.1446  7.0417
  606   606   17    29.8718   31.3990  3.1446  7.0417
  607   607   18    33.1660   38.3751  3.1589  7.0417
  608   608   18    36.3241   38.3045  3.1589  7.0417
  609   609   18    23.6909   38.5485  3.1589  7.0417
  610   610   18    30.0078   38.4394  3.1589  7.0417
  611   611   18    20.5323   38.5935  3.1589  7.0417
  612   612   18    26.8494   38.4972  3.1589  7.0417
  613   613   19    20.6254   45.6345  3.1732  7.0417
  614   614   19    36.4888   45.3442  3.1732  7.0417
  615   615   21    27.2144   59.6190  3.2019  7.0417
  616   616   19    33.3163   45.4152  3.1732  7.0417
  617   617   21    24.0130   59.6711  3.2019  7.0417
  618   618   19    30.1438   45.4797  3.1732  7.0417
  619   619   22    30.5518   66.6008  3.2162  7.0417
  620   620   20    36.6534   52.3840  3.1875  7.0417
  621   621   24    34.0679   80.6155  3.2448  7.0417
  622   622   20    33.4667   52.4553  3.1875  7.0417
  623   623   23    30.6878   73.6411  3.2305  7.0417
  624   624   19    26.9711   45.5378  3.1732  7.0417
  625   625   24    30.8238   80.6815  3.2448  7.0417
  626   626   19    23.7983   45.5894  3.1732  7.0417
  627   627   24    21.0906   80.8398  3.2448  7.0417
  628   628   20    30.2798   52.5201  3.1875  7.0417
  629   629   23    20.9976   73.7988  3.2305  7.0417
  630   630   21    36.8180   59.4237  3.2019  7.0417
  631   631   24    24.3351   80.7936  3.2448  7.0417
  632   632   21    33.6170   59.4953  3.2019  7.0417
  633   633   23    24.2278   73.7528  3.2305  7.0417
  634   634   22    36.9826   66.4635  3.2162  7.0417
  635   635   20    20.7184   52.6756  3.1875  7.0417
  636   636   20    27.0928   52.5784  3.1875  7.0417
  637   637   24    27.5795   80.7409  3.2448  7.0417
  638   638   20    23.9056   52.6302  3.1875  7.0417
  639   639   22    20.9045   66.7577  3.2162  7.0417
  640   640   22    33.7673   66.5354  3.2162  7.0417
  641   641   22    27.3361   66.6596  3.2162  7.0417
  642   642   23    37.1473   73.5032  3.2305  7.0417
  643   643   23    27.4578   73.7002  3.2305  7.0417
  644   644   24    37.3119   80.5430  3.2448  7.0417
  645   645   22    24.1204   66.7119  3.2162  7.0417
  646   646   21    30.4158   59.5604  3.2019  7.0417
  647   647   21    20.8115   59.7167  3.2019  7.0417
  648   648   23    33.9176   73.5755  3.2305  7.0417
  649   649   13     7.7183    3.5012  3.0873  7.0417
  650   650   13    10.8056    3.4824  3.0873  7.0417
  651   651   13     4.6310    3.5138  3.0873  7.0417
  652   652   13    13.8928    3.4573  3.0873  7.0417
  653   653   13     1.5437    3.5200  3.0873  7.0417
  654   654   13    16.9799    3.4259  3.0873  7.0417
  655   655   14     4.6525   10.5554  3.1016  7.0417
  656   656   14    13.9572   10.4987  3.1016  7.0417
  657   657   14     7.7541   10.5428  3.1016  7.0417
  658   658   14    10.8557   10.5239  3.1016  7.0417
  659   659   14     1.5508   10.5617  3.1016  7.0417
  660   660   14    17.0587   10.4671  3.1016  7.0417
  661   661   15     7.7899   17.5844  3.1160  7.0417
  662   662   15    10.9058   17.5654  3.1160  7.0417
  663   663   15     4.6739   17.5970  3.1160  7.0417
  664   664   15    14.0216   17.5400  3.1160  7.0417
  665   665   15     1.5580   17.6034  3.1160  7.0417
  666   666   15    17.1374   17.5083  3.1160  7.0417
  667   667   16     7.8257   24.6259  3.1303  7.0417
  668   668   16    17.2162   24.5496  3.1303  7.0417
  669   669   16     4.6954   24.6387  3.1303  7.0417
  670   670   16    10.9559   24.6069  3.1303  7.0417
  671   671   16     1.5651   24.6450  3.1303  7.0417
  672   672   16    14.0860   24.5814  3.1303  7.0417
  673   673   17     1.5723   31.6867  3.1446  7.0417
  674   674   17    17.2949   31.5908  3.1446  7.0417
  675   675   17     4.7169   31.6803  3.1446  7.0417
  676   676   17    11.0060   31.6483  3.1446  7.0417
  677   677   17     7.8614   31.6675  3.1446  7.0417
  678   678   17    14.1505   31.6228  3.1446  7.0417
  679   679   18     1.5795   38.7284  3.1589  7.0417
  680   680   18    17.3736   38.6320  3.1589  7.0417
  681   681   18     4.7384   38.7219  3.1589  7.0417
  682   682   19    17.4524   45.6733  3.1732  7.0417
  683   683   18     7.8972   38.7091  3.1589  7.0417
  684   684   18    11.0561   38.6898  3.1589  7.0417
  685   685   19     1.5866   45.7700  3.1732  7.0417
  686   686   20    17.5311   52.7145  3.1875  7.0417
  687   687   20     1.5938   52.8117  3.1875  7.0417
  688   688   18    14.2149   38.6641  3.1589  7.0417
  689   689   21     1.6009   59.8534  3.2019  7.0417
  690   690   21    17.6099   59.7557  3.2019  7.0417
  691   691   22     1.6081   66.8950  3.2162  7.0417
  692   692   22    17.6886   66.7969  3.2162  7.0417
  693   693   23     1.6152   73.9367  3.2305  7.0417
  694   694   23    17.7673   73.8382  3.2305  7.0417
  695   695   24     1.6224   80.9783  3.2448  7.0417
  696   696   24    17.8461   80.8794  3.2448  7.0417
  697   697   19     7.9330   45.7507  3.1732  7.0417
  698   698   19    14.2793   45.7055  3.1732  7.0417
  699   699   19     4.7598   45.7636  3.1732  7.0417
  700   700   19    11.1062   45.7313  3.1732  7.0417
  701   701   23     4.8457   73.9301  3.2305  7.0417
  702   702   24    14.6014   80.9124  3.2448  7.0417
  703   703   20     4.7813   52.8052  3.1875  7.0417
  704   704   23    14.5370   73.8710  3.2305  7.0417
  705   705   23     8.0762   73.9170  3.2305  7.0417
  706   706   22    14.4726   66.8296  3.2162  7.0417
  707   707   22     4.8243   66.8885  3.2162  7.0417
  708   708   20    14.3437   52.7469  3.1875  7.0417
  709   709   20     7.9688   52.7922  3.1875  7.0417
  710   710   20    11.1563   52.7728  3.1875  7.0417
  711   711   21     4.8028   59.8468  3.2019  7.0417
  712   712   24    11.3567   80.9388  3.2448  7.0417
  713   713   22     8.0404   66.8754  3.2162  7.0417
  714   714   24     8.1120   80.9586  3.2448  7.0417
  715   715   22    11.2565   66.8558  3.2162  7.0417
  716   716   23    11.3066   73.8973  3.2305  7.0417
  717   717   21    11.2064   59.8143  3.2019  7.0417
  718   718   24     4.8672   80.9717  3.2448  7.0417
  719   719   21     8.0046   59.8338  3.2019  7.0417
  720   720   21    14.4082   59.7883  3.2019  7.0417
  721   721    4     7.3962  -59.8730  2.9585  7.0417
  722   722    4    13.3130  -59.9151  2.9585  7.0417
  723   723    4    10.3546  -59.8910  2.9585  7.0417
  724   724    1     7.2888  -80.9977  2.9155  7.0417
  725   725    3    10.3045  -66.9325  2.9442  7.0417
  726   726    2    10.2544  -73.9740  2.9298  7.0417
  727   727    3     7.3604  -66.9145  2.9442  7.0417
  728   728    1     4.3733  -80.9858  2.9155  7.0417
  729   729    4     4.4377  -59.8609  2.9585  7.0417
  730   730    1    10.2043  -81.0155  2.9155  7.0417
  731   731    5     7.4320  -52.8314  2.9728  7.0417
  732   732    5    10.4047  -52.8495  2.9728  7.0417
  733   733    3     4.4162  -66.9026  2.9442  7.0417
  734   734    5    13.3774  -52.8737  2.9728  7.0417
  735   735    2     7.3246  -73.9561  2.9298  7.0417
  736   736    3    13.2485  -66.9564  2.9442  7.0417
  737   737    5     4.4592  -52.8193  2.9728  7.0417
  738   738    2    13.1841  -73.9978  2.9298  7.0417
  739   739    2     4.3948  -73.9442  2.9298  7.0417
  740   740    1    13.1197  -81.0392  2.9155  7.0417
  741   741    6     4.4807  -45.7777  2.9871  7.0417
  742   742    6    10.4548  -45.8080  2.9871  7.0417
  743   743    6     7.4677  -45.7898  2.9871  7.0417
  744   744    6    13.4418  -45.8323  2.9871  7.0417
  745   745    1     1.4578  -80.9799  2.9155  7.0417
  746   746    1    16.0351  -81.0688  2.9155  7.0417
  747   747    2     1.4649  -73.9382  2.9298  7.0417
  748   748    2    16.1138  -74.0276  2.9298  7.0417
  749   749    3     1.4721  -66.8966  2.9442  7.0417
  750   750    3    16.1926  -66.9864  2.9442  7.0417
  751   751    4     1.4792  -59.8549  2.9585  7.0417
  752   752    4    16.2713  -59.9451  2.9585  7.0417
  753   753    5     1.4864  -52.8133  2.9728  7.0417
  754   754    7    13.5062  -38.7910  3.0014  7.0417
  755   755    6     1.4936  -45.7716  2.9871  7.0417
  756   756    5    16.3500  -52.9039  2.9728  7.0417
  757   757    7     7.5035  -38.7482  3.0014  7.0417
  758   758    7    10.5049  -38.7665  3.0014  7.0417
  759   759    7     4.5021  -38.7360  3.0014  7.0417
  760   760    6    16.4288  -45.8627  2.9871  7.0417
  761   761    7     1.5007  -38.7299  3.0014  7.0417
  762   762    7    16.5075  -38.8215  3.0014  7.0417
  763   763    8     7.5393  -31.7067  3.0157  7.0417
  764   764    8    10.5550  -31.7251  3.0157  7.0417
  765   765    8     4.5236  -31.6944  3.0157  7.0417
  766   766    8    13.5707  -31.7496  3.0157  7.0417
  767   767    8     1.5079  -31.6883  3.0157  7.0417
  768   768    8    16.5862  -31.7802  3.0157  7.0417
  769   769    9     1.5150  -24.6466  3.0301  7.0417
  770   770    9    10.6051  -24.6836  3.0301  7.0417
  771   771    9     4.5451  -24.6528  3.0301  7.0417
  772   772    9    13.6351  -24.7082  3.0301  7.0417
  773   773    9     7.5751  -24.6651  3.0301  7.0417
  774   774    9    16.6650  -24.7390  3.0301  7.0417
  775   775   10     1.5222  -17.6049  3.0444  7.0417
  776   776   10    16.7437  -17.6978  3.0444  7.0417
  777   777   10     4.5666  -17.6111  3.0444  7.0417
  778   778   10    13.6995  -17.6668  3.0444  7.0417
  779   779   10     7.6109  -17.6235  3.0444  7.0417
  780   780   10    10.6552  -17.6421  3.0444  7.0417
  781   781   11     1.5293  -10.5633  3.0587  7.0417
  782   782   11    16.8225  -10.6566  3.0587  7.0417
  783   783   11     7.6467  -10.5819  3.0587  7.0417
  784   784   11    10.7053  -10.6006  3.0587  7.0417
  785   785   11     4.5880  -10.5695  3.0587  7.0417
  786   786   11    13.7639  -10.6255  3.0587  7.0417
  787   787   12     1.5365   -3.5216  3.0730  7.0417
  788   788   12    16.9012   -3.6153  3.0730  7.0417
  789   789   12     4.6095   -3.5279  3.0730  7.0417
  790   790   12    13.8284   -3.5841  3.0730  7.0417
  791   791   12     7.6825   -3.5404  3.0730  7.0417
  792   792   12    10.7554   -3.5591  3.0730  7.0417
  793   793    3    22.0804  -67.0642  2.9442  7.0417
  794   794    3    27.9678  -67.1659  2.9442  7.0417
  795   795    2    21.9730  -74.1050  2.9298  7.0417
  796   796    2    27.8318  -74.2063  2.9298  7.0417
  797   797    1    21.8656  -81.1459  2.9155  7.0417
  798   798    1    27.6958  -81.2466  2.9155  7.0417
  799   799    3    19.1365  -67.0223  2.9442  7.0417
  800   800    1    30.6107  -81.3059  2.9155  7.0417
  801   801    1    24.7808  -81.1933  2.9155  7.0417
  802   802    2    30.7610  -74.2659  2.9298  7.0417
  803   803    2    24.9024  -74.1527  2.9298  7.0417
  804   804    3    30.9114  -67.2258  2.9442  7.0417
  805   805    3    25.0241  -67.1121  2.9442  7.0417
  806   806    4    31.0617  -60.1857  2.9585  7.0417
  807   807    4    19.2295  -59.9812  2.9585  7.0417
  808   808    1    33.5255  -81.3711  2.9155  7.0417
  809   809    4    22.1877  -60.0233  2.9585  7.0417
  810   810    2    33.6902  -74.3314  2.9298  7.0417
  811   811    4    25.1458  -60.0715  2.9585  7.0417
  812   812    3    33.8548  -67.2916  2.9442  7.0417
  813   813    4    28.1038  -60.1256  2.9585  7.0417
  814   814    4    34.0194  -60.2519  2.9585  7.0417
  815   815    2    19.0434  -74.0633  2.9298  7.0417
  816   816    5    28.2398  -53.0852  2.9728  7.0417
  817   817    1    18.9504  -81.1044  2.9155  7.0417
  818   818    5    31.2120  -53.1457  2.9728  7.0417
  819   819    5    19.3226  -52.9402  2.9728  7.0417
  820   820    5    34.1840  -53.2121  2.9728  7.0417
  821   821    5    22.2951  -52.9825  2.9728  7.0417
  822   822    6    25.3892  -45.9902  2.9871  7.0417
  823   823    5    25.2675  -53.0308  2.9728  7.0417
  824   824    6    28.3758  -46.0449  2.9871  7.0417
  825   825    6    22.4025  -45.9416  2.9871  7.0417
  826   826    6    31.3623  -46.1056  2.9871  7.0417
  827   827    6    19.4157  -45.8991  2.9871  7.0417
  828   828    6    34.3487  -46.1724  2.9871  7.0417
  829   829    7    19.5087  -38.8581  3.0014  7.0417
  830   830    7    28.5118  -39.0045  3.0014  7.0417
  831   831    7    22.5098  -38.9008  3.0014  7.0417
  832   832    7    31.5126  -39.0655  3.0014  7.0417
  833   833    7    25.5109  -38.9496  3.0014  7.0417
  834   834    7    34.5133  -39.1327  3.0014  7.0417
  835   835    8    19.6018  -31.8170  3.0157  7.0417
  836   836    8    28.6478  -31.9642  3.0157  7.0417
  837   837    8    22.6172  -31.8599  3.0157  7.0417
  838   838    8    31.6629  -32.0255  3.0157  7.0417
  839   839    8    25.6326  -31.9090  3.0157  7.0417
  840   840    8    34.6779  -32.0929  3.0157  7.0417
  841   841    9    22.7246  -24.8191  3.0301  7.0417
  842   842    9    34.8425  -25.0532  3.0301  7.0417
  843   843    9    19.6948  -24.7760  3.0301  7.0417
  844   844    9    31.8132  -24.9854  3.0301  7.0417
  845   845   10    35.0072  -18.0134  3.0444  7.0417
  846   846    9    28.7838  -24.9238  3.0301  7.0417
  847   847   10    25.8759  -17.8278  3.0444  7.0417
  848   848    9    25.7542  -24.8684  3.0301  7.0417
  849   849   10    19.7879  -17.7349  3.0444  7.0417
  850   850   10    31.9635  -17.9454  3.0444  7.0417
  851   851   10    22.8319  -17.7782  3.0444  7.0417
  852   852   11    35.1718  -10.9737  3.0587  7.0417
  853   853   11    25.9976  -10.7871  3.0587  7.0417
  854   854   10    28.9198  -17.8835  3.0444  7.0417
  855   855   11    22.9393  -10.7374  3.0587  7.0417
  856   856   11    32.1138  -10.9053  3.0587  7.0417
  857   857   11    19.8809  -10.6939  3.0587  7.0417
  858   858   11    29.0558  -10.8431  3.0587  7.0417
  859   859   12    26.1193   -3.7465  3.0730  7.0417
  860   860   12    29.1918   -3.8028  3.0730  7.0417
  861   861   12    23.0467   -3.6965  3.0730  7.0417
  862   862   12    32.2642   -3.8652  3.0730  7.0417
  863   863   12    19.9740   -3.6528  3.0730  7.0417
  864   864   12    35.3364   -3.9339  3.0730  7.0417
  865   865   13   -10.8056    3.4824  3.0873  7.0417
  866   866   13    -7.7183    3.5012  3.0873  7.0417
  867   867   13   -13.8928    3.4573  3.0873  7.0417
  868   868   13    -4.6310    3.5138  3.0873  7.0417
  869   869   13   -16.9799    3.4259  3.0873  7.0417
  870   870   13    -1.5437    3.5200  3.0873  7.0417
  871   871   14   -13.9572   10.4987  3.1016  7.0417
  872   872   14    -4.6525   10.5554  3.1016  7.0417
  873   873   14   -10.8557   10.5239  3.1016  7.0417
  874   874   14    -7.7541   10.5428  3.1016  7.0417
  875   875   14   -17.0587   10.4671  3.1016  7.0417
  876   876   14    -1.5508   10.5617  3.1016  7.0417
  877   877   15   -10.9058   17.5654  3.1160  7.0417
  878   878   15    -7.7899   17.5844  3.1160  7.0417
  879   879   15   -14.0216   17.5400  3.1160  7.0417
  880   880   15    -4.6739   17.5970  3.1160  7.0417
  881   881   15   -17.1374   17.5083  3.1160  7.0417
  882   882   15    -1.5580   17.6034  3.1160  7.0417
  883   883   16   -17.2162   24.5496  3.1303  7.0417
  884   884   16    -7.8257   24.6259  3.1303  7.0417
  885   885   16   -10.9559   24.6069  3.1303  7.0417
  886   886   16    -4.6954   24.6387  3.1303  7.0417
  887   887   16   -14.0860   24.5814  3.1303  7.0417
  888   888   16    -1.5651   24.6450  3.1303  7.0417
  889   889   17   -17.2949   31.5908  3.1446  7.0417
  890   890   17    -1.5723   31.6867  3.1446  7.0417
  891   891   17   -14.1505   31.6228  3.1446  7.0417
  892   892   17    -4.7169   31.6803  3.1446  7.0417
  893   893   17   -11.0060   31.6483  3.1446  7.0417
  894   894   17    -7.8614   31.6675  3.1446  7.0417
  895   895   18   -17.3736   38.6320  3.1589  7.0417
  896   896   18    -1.5795   38.7284  3.1589  7.0417
  897   897   19   -17.4524   45.6733  3.1732  7.0417
  898   898   18    -4.7384   38.7219  3.1589  7.0417
  899   899   18   -11.0561   38.6898  3.1589  7.0417
  900   900   18    -7.8972   38.7091  3.1589  7.0417
  901   901   20   -17.5311   52.7145  3.1875  7.0417
  902   902   19    -1.5866   45.7700  3.1732  7.0417
  903   903   18   -14.2149   38.6641  3.1589  7.0417
  904   904   20    -1.5938   52.8117  3.1875  7.0417
  905   905   21   -17.6099   59.7557  3.2019  7.0417
  906   906   21    -1.6009   59.8534  3.2019  7.0417
  907   907   22   -17.6886   66.7969  3.2162  7.0417
  908   908   22    -1.6081   66.8950  3.2162  7.0417
  909   909   23   -17.7673   73.8382  3.2305  7.0417
  910   910   23    -1.6152   73.9367  3.2305  7.0417
  911   911   24   -17.8461   80.8794  3.2448  7.0417
  912   912   24    -1.6224   80.9783  3.2448  7.0417
  913   913   19   -14.2793   45.7055  3.1732  7.0417
  914   914   19    -7.9330   45.7507  3.1732  7.0417
  915   915   19   -11.1062   45.7313  3.1732  7.0417
  916   916   19    -4.7598   45.7636  3.1732  7.0417
  917   917   24   -14.6014   80.9124  3.2448  7.0417
  918   918   23    -4.8457   73.9301  3.2305  7.0417
  919   919   23   -14.5370   73.8710  3.2305  7.0417
  920   920   20    -4.7813   52.8052  3.1875  7.0417
  921   921   22   -14.4726   66.8296  3.2162  7.0417
  922   922   23    -8.0762   73.9170  3.2305  7.0417
  923   923   20   -14.3437   52.7469  3.1875  7.0417
  924   924   22    -4.8243   66.8885  3.2162  7.0417
  925   925   20   -11.1563   52.7728  3.1875  7.0417
  926   926   20    -7.9688   52.7922  3.1875  7.0417
  927   927   24   -11.3567   80.9388  3.2448  7.0417
  928   928   21    -4.8028   59.8468  3.2019  7.0417
  929   929   24    -8.1120   80.9586  3.2448  7.0417
  930   930   22    -8.0404   66.8754  3.2162  7.0417
  931   931   23   -11.3066   73.8973  3.2305  7.0417
  932   932   22   -11.2565   66.8558  3.2162  7.0417
  933   933   24    -4.8672   80.9717  3.2448  7.0417
  934   934   21   -11.2064   59.8143  3.2019  7.0417
  935   935   21   -14.4082   59.7883  3.2019  7.0417
  936   936   21    -8.0046   59.8338  3.2019  7.0417
  937   937   13   -35.5010    3.1058  3.0873  7.0417
  938   938   13   -20.0670    3.3882  3.0873  7.0417
  939   939   13   -32.4145    3.1748  3.0873  7.0417
  940   940   13   -23.1541    3.3443  3.0873  7.0417
  941   941   13   -29.3278    3.2376  3.0873  7.0417
  942   942   13   -26.2410    3.2941  3.0873  7.0417
  943   943   14   -26.3627   10.3347  3.1016  7.0417
  944   944   14   -20.1601   10.4293  3.1016  7.0417
  945   945   14   -32.5648   10.2149  3.1016  7.0417
  946   946   14   -23.2614   10.3851  3.1016  7.0417
  947   947   15   -23.3688   17.4260  3.1160  7.0417
  948   948   14   -29.4638   10.2780  3.1016  7.0417
  949   949   15   -26.4843   17.3753  3.1160  7.0417
  950   950   14   -35.6657   10.1455  3.1016  7.0417
  951   951   15   -32.7151   17.2550  3.1160  7.0417
  952   952   15   -20.2532   17.4703  3.1160  7.0417
  953   953   16   -23.4762   24.4668  3.1303  7.0417
  954   954   15   -29.5998   17.3183  3.1160  7.0417
  955   955   16   -26.6060   24.4159  3.1303  7.0417
  956   956   15   -35.8303   17.1853  3.1160  7.0417
  957   957   16   -32.8654   24.2950  3.1303  7.0417
  958   958   16   -20.3462   24.5114  3.1303  7.0417
  959   959   17   -36.1595   31.2648  3.1446  7.0417
  960   960   16   -29.7358   24.3587  3.1303  7.0417
  961   961   17   -26.7277   31.4565  3.1446  7.0417
  962   962   16   -35.9949   24.2250  3.1303  7.0417
  963   963   17   -33.0157   31.3351  3.1446  7.0417
  964   964   17   -23.5835   31.5077  3.1446  7.0417
  965   965   17   -29.8718   31.3990  3.1446  7.0417
  966   966   17   -20.4393   31.5524  3.1446  7.0417
  967   967   18   -36.3241   38.3045  3.1589  7.0417
  968   968   18   -33.1660   38.3751  3.1589  7.0417
  969   969   18   -30.0078   38.4394  3.1589  7.0417
  970   970   18   -23.6909   38.5485  3.1589  7.0417
  971   971   18   -26.8494   38.4972  3.1589  7.0417
  972   972   18   -20.5323   38.5935  3.1589  7.0417
  973   973   19   -36.4888   45.3442  3.1732  7.0417
  974   974   19   -20.6254   45.6345  3.1732  7.0417
  975   975   19   -33.3163   45.4152  3.1732  7.0417
  976   976   21   -27.2144   59.6190  3.2019  7.0417
  977   977   19   -30.1438   45.4797  3.1732  7.0417
  978   978   21   -24.0130   59.6711  3.2019  7.0417
  979   979   20   -36.6534   52.3840  3.1875  7.0417
  980   980   22   -30.5518   66.6008  3.2162  7.0417
  981   981   20   -33.4667   52.4553  3.1875  7.0417
  982   982   24   -34.0679   80.6155  3.2448  7.0417
  983   983   19   -26.9711   45.5378  3.1732  7.0417
  984   984   23   -30.6878   73.6411  3.2305  7.0417
  985   985   19   -23.7983   45.5894  3.1732  7.0417
  986   986   24   -30.8238   80.6815  3.2448  7.0417
  987   987   20   -30.2798   52.5201  3.1875  7.0417
