#                                          
# MAP for Data Channel to Layout (Row,Col) 
#                                          
# Convention:                              
#    - Looking at the Pad Surface          
#    - Lower-Left corner is (0,0)          
#                                          
# Create by Yun-Ha using David's Map       
#                                          
# NOTE:                                    
#  pad at 20,65 is for HV
#  pad at 20,64 is for HV
#                             
#  72, 73 are added manually to give location anyway
#             
#-------------------------------           
# PhysChan  FEC  ASIC  Row  Col            
#-------------------------------           
     1162    4    16   13   18
     1163    4    16   12   18
     1164    4    16   14   22
     1165    4    16   14   23
     1166    4    16   14   20
     1167    4    16   14   21
     1168    4    16   14   18
     1169    4    16   14   19
     1170    4    16   15   22
     1171    4    16   15   23
     1172    4    16   15   20
     1173    4    16   15   21
     1174    4    16   15   18
     1175    4    16   15   19
     1176    4    16   16   19
     1177    4    16   16   18
     1178    4    16   16   21
     1179    4    16   16   20
     1180    4    16   16   22
     1181    4    16   16   23
     1182    4    16   17   19
     1183    4    16   17   18
     1184    4    16   17   21
     1185    4    16   17   20
     1186    4    16   17   22
     1187    4    16   17   23
     1188    4    16   18   18
     1189    4    16   18   19
     1190    4    16   18   20
     1191    4    16   18   21
     1192    4    16   18   22
     1193    4    16   19   18
     1194    4    16   19   19
     1195    4    16   19   20
     1196    4    16   19   21
     1197    4    16   18   23
     1198    4    16   23   20
     1199    4    16   23   22
     1200    4    16   23   18
     1201    4    16   23   23
     1202    4    16   19   22
     1203    4    16   23   21
     1204    4    16   20   18
     1205    4    16   23   19
     1206    4    16   20   19
     1207    4    16   22   23
     1208    4    16   20   20
     1209    4    16   22   22
     1210    4    16   19   23
     1211    4    16   22   21
     1212    4    16   20   21
     1213    4    16   21   18
     1214    4    16   20   22
     1215    4    16   21   19
     1216    4    16   21   20
     1217    4    16   21   21
     1218    4    16   21   22
     1219    4    16   21   23
     1220    4    16   20   23
     1221    4    16   22   19
     1222    4    16   22   18
     1223    4    16   22   20
     1224    4    17   12   12
     1225    4    17   12   17
     1226    4    17   12   13
     1227    4    17   12   16
     1228    4    17   12   14
     1229    4    17   12   15
     1230    4    17   13   16
     1231    4    17   13   17
     1232    4    17   13   14
     1233    4    17   13   15
     1234    4    17   13   12
     1235    4    17   13   13
     1236    4    17   14   17
     1237    4    17   14   16
     1238    4    17   14   14
     1239    4    17   14   15
     1240    4    17   14   12
     1241    4    17   14   13
     1242    4    17   15   16
     1243    4    17   15   17
     1244    4    17   15   14
     1245    4    17   15   15
     1246    4    17   15   12
     1247    4    17   15   13
     1248    4    17   16   16
     1249    4    17   16   17
     1250    4    17   16   15
     1251    4    17   16   14
     1252    4    17   16   13
     1253    4    17   16   12
     1254    4    17   17   12
     1255    4    17   17   13
     1256    4    17   17   14
     1257    4    17   17   15
     1258    4    17   17   16
     1259    4    17   17   17
     1260    4    17   18   12
     1261    4    17   18   13
     1262    4    17   18   14
     1263    4    17   18   15
     1264    4    17   18   16
     1265    4    17   18   17
     1266    4    17   19   12
     1267    4    17   21   15
     1268    4    17   19   13
     1269    4    17   21   16
     1270    4    17   19   14
     1271    4    17   21   17
     1272    4    17   19   15
     1273    4    17   22   12
     1274    4    17   19   16
     1275    4    17   22   13
     1276    4    17   19   17
     1277    4    17   22   14
     1278    4    17   20   12
     1279    4    17   22   15
     1280    4    17   20   13
     1281    4    17   22   16
     1282    4    17   20   14
     1283    4    17   22   17
     1284    4    17   20   15
     1285    4    17   23   12
     1286    4    17   20   16
     1287    4    17   23   17
     1288    4    17   20   17
     1289    4    17   23   16
     1290    4    17   21   12
     1291    4    17   23   15
     1292    4    17   21   13
     1293    4    17   23   14
     1294    4    17   21   14
     1295    4    17   23   13
     1296    4    18    3   16
     1297    4    18    0   13
     1298    4    18    2   15
     1299    4    18    0   14
     1300    4    18    2   14
     1301    4    18    0   15
     1302    4    18    3   15
     1303    4    18    0   16
     1304    4    18    3   14
     1305    4    18    0   17
     1306    4    18    2   13
     1307    4    18    0   12
     1308    4    18    2   12
     1309    4    18    1   17
     1310    4    18    3   13
     1311    4    18    1   16
     1312    4    18    3   12
     1313    4    18    1   15
     1314    4    18    4   16
     1315    4    18    1   14
     1316    4    18    4   17
     1317    4    18    1   13
     1318    4    18    4   15
     1319    4    18    1   12
     1320    4    18    4   14
     1321    4    18    3   17
     1322    4    18    4   13
     1323    4    18    2   17
     1324    4    18    4   12
     1325    4    18    2   16
     1326    4    18    5   15
     1327    4    18    5   17
     1328    4    18    5   14
     1329    4    18    5   16
     1330    4    18    5   12
     1331    4    18    5   13
     1332    4    18    6   16
     1333    4    18    6   17
     1334    4    18    6   14
     1335    4    18    6   15
     1336    4    18    6   12
     1337    4    18    6   13
     1338    4    18    7   13
     1339    4    18    7   12
     1340    4    18    7   15
     1341    4    18    7   14
     1342    4    18    7   16
     1343    4    18    7   17
     1344    4    18    8   12
     1345    4    18    8   13
     1346    4    18    8   14
     1347    4    18    8   15
     1348    4    18    8   16
     1349    4    18    8   17
     1350    4    18    9   12
     1351    4    18    9   13
     1352    4    18    9   14
     1353    4    18    9   15
     1354    4    18    9   16
     1355    4    18    9   17
     1356    4    18   10   12
     1357    4    18   10   13
     1358    4    18   10   14
     1359    4    18   10   15
     1360    4    18   10   16
     1361    4    18   10   17
     1362    4    18   11   14
     1363    4    18   11   15
     1364    4    18   11   13
     1365    4    18   11   16
     1366    4    18   11   12
     1367    4    18   11   17
     1368    4    19    2   23
     1369    4    19    1   18
     1370    4    19    2   22
     1371    4    19    1   19
     1372    4    19    2   21
     1373    4    19    1   20
     1374    4    19    2   20
     1375    4    19    1   21
     1376    4    19    2   19
     1377    4    19    1   22
     1378    4    19    2   18
     1379    4    19    1   23
     1380    4    19    3   22
     1381    4    19    3   23
     1382    4    19    3   21
     1383    4    19    0   18
     1384    4    19    3   20
     1385    4    19    0   19
     1386    4    19    3   19
     1387    4    19    0   20
     1388    4    19    3   18
     1389    4    19    0   21
     1390    4    19    4   22
     1391    4    19    0   22
     1392    4    19    4   20
     1393    4    19    0   23
     1394    4    19    4   19
     1395    4    19    4   23
     1396    4    19    4   18
     1397    4    19    4   21
     1398    4    19    5   22
     1399    4    19    5   23
     1400    4    19    5   20
     1401    4    19    5   21
     1402    4    19    5   18
     1403    4    19    5   19
     1404    4    19    6   22
     1405    4    19    6   23
     1406    4    19    6   21
     1407    4    19    6   20
     1408    4    19    6   19
     1409    4    19    6   18
     1410    4    19    7   22
     1411    4    19    7   23
     1412    4    19    7   21
     1413    4    19    7   20
     1414    4    19    7   19
     1415    4    19    7   18
     1416    4    19    8   18
     1417    4    19    8   19
     1418    4    19    8   20
     1419    4    19    8   21
     1420    4    19    8   22
     1421    4    19    8   23
     1422    4    19    9   18
     1423    4    19    9   19
     1424    4    19    9   20
     1425    4    19    9   21
     1426    4    19    9   22
     1427    4    19    9   23
     1428    4    19   10   18
     1429    4    19   11   18
     1430    4    19   10   19
     1431    4    19   11   19
     1432    4    19   10   20
     1433    4    19   11   20
     1434    4    19   10   21
     1435    4    19   11   21
     1436    4    19   10   22
     1437    4    19   10   23
     1438    4    19   11   22
     1439    4    19   11   23
     1440    5    20   12   10
     1441    5    20   12   11
     1442    5    20   12    8
     1443    5    20   12    9
     1444    5    20   12    6
     1445    5    20   12    7
     1446    5    20   13   10
     1447    5    20   13   11
     1448    5    20   13    8
     1449    5    20   13    9
     1450    5    20   14   10
     1451    5    20   13    7
     1452    5    20   13    6
     1453    5    20   14   11
     1454    5    20   14    8
     1455    5    20   14    9
     1456    5    20   14    6
     1457    5    20   14    7
     1458    5    20   15   10
     1459    5    20   15   11
     1460    5    20   15    8
     1461    5    20   15    9
     1462    5    20   15    6
     1463    5    20   15    7
     1464    5    20   16   10
     1465    5    20   16   11
     1466    5    20   16    8
     1467    5    20   16    9
     1468    5    20   16    6
     1469    5    20   16    7
     1470    5    20   17    7
     1471    5    20   17    6
     1472    5    20   17   10
     1473    5    20   17    9
     1474    5    20   17    8
     1475    5    20   17   11
     1476    5    20   18    7
     1477    5    20   18    6
     1478    5    20   18    9
     1479    5    20   18    8
     1480    5    20   19    7
     1481    5    20   19    6
     1482    5    20   18   11
     1483    5    20   18   10
     1484    5    20   19    9
     1485    5    20   19    8
     1486    5    20   20    9
     1487    5    20   20    8
     1488    5    20   19   11
     1489    5    20   19   10
     1490    5    20   20    6
     1491    5    20   20    7
     1492    5    20   20   11
     1493    5    20   20   10
     1494    5    20   21    7
     1495    5    20   21    6
     1496    5    20   21    9
     1497    5    20   21    8
     1498    5    20   21   11
     1499    5    20   21   10
     1500    5    20   22    7
     1501    5    20   22    6
     1502    5    20   22    9
     1503    5    20   22    8
     1504    5    20   22   11
     1505    5    20   22   10
     1506    5    20   23   10
     1507    5    20   23   11
     1508    5    20   23    8
     1509    5    20   23    9
     1510    5    20   23    6
     1511    5    20   23    7
     1512    5    21   12    5
     1513    5    21   12    4
     1514    5    21   12    3
     1515    5    21   12    2
     1516    5    21   12    1
     1517    5    21   12    0
     1518    5    21   13    5
     1519    5    21   13    4
     1520    5    21   13    3
     1521    5    21   13    2
     1522    5    21   13    1
     1523    5    21   13    0
     1524    5    21   14    5
     1525    5    21   14    4
     1526    5    21   14    3
     1527    5    21   14    2
     1528    5    21   14    1
     1529    5    21   14    0
     1530    5    21   15    5
     1531    5    21   15    4
     1532    5    21   15    3
     1533    5    21   15    2
     1534    5    21   15    1
     1535    5    21   15    0
     1536    5    21   16    5
     1537    5    21   16    4
     1538    5    21   16    3
     1539    5    21   16    2
     1540    5    21   16    1
     1541    5    21   16    0
     1542    5    21   17    5
     1543    5    21   17    4
     1544    5    21   17    3
     1545    5    21   17    2
     1546    5    21   17    1
     1547    5    21   17    0
     1548    5    21   18    0
     1549    5    21   18    1
     1550    5    21   18    2
     1551    5    21   18    3
     1552    5    21   18    4
     1553    5    21   18    5
     1554    5    21   19    0
     1555    5    21   19    1
     1556    5    21   19    2
     1557    5    21   19    3
     1558    5    21   19    4
     1559    5    21   19    5
     1560    5    21   20    0
     1561    5    21   20    1
     1562    5    21   20    2
     1563    5    21   20    3
     1564    5    21   20    4
     1565    5    21   20    5
     1566    5    21   21    0
     1567    5    21   21    1
     1568    5    21   21    2
     1569    5    21   21    3
     1570    5    21   21    4
     1571    5    21   21    5
     1572    5    21   22    0
     1573    5    21   22    1
     1574    5    21   22    2
     1575    5    21   22    3
     1576    5    21   22    4
     1577    5    21   22    5
     1578    5    21   23    0
     1579    5    21   23    1
     1580    5    21   23    2
     1581    5    21   23    3
     1582    5    21   23    4
     1583    5    21   23    5
     1584    5    22    1    0
     1585    5    22    0    5
     1586    5    22    1    1
     1587    5    22    0    4
     1588    5    22    1    2
     1589    5    22    0    3
     1590    5    22    1    3
     1591    5    22    0    2
     1592    5    22    1    4
     1593    5    22    0    1
     1594    5    22    1    5
     1595    5    22    0    0
     1596    5    22    2    4
     1597    5    22    2    5
     1598    5    22    2    2
     1599    5    22    2    3
     1600    5    22    2    0
     1601    5    22    2    1
     1602    5    22    3    5
     1603    5    22    4    5
     1604    5    22    3    3
     1605    5    22    3    4
     1606    5    22    3    1
     1607    5    22    3    2
     1608    5    22    4    4
     1609    5    22    3    0
     1610    5    22    4    2
     1611    5    22    4    3
     1612    5    22    4    1
     1613    5    22    5    5
     1614    5    22    5    4
     1615    5    22    4    0
     1616    5    22    5    2
     1617    5    22    5    3
     1618    5    22    5    0
     1619    5    22    5    1
     1620    5    22    6    4
     1621    5    22    6    5
     1622    5    22    6    2
     1623    5    22    6    3
     1624    5    22    6    0
     1625    5    22    6    1
     1626    5    22    7    1
     1627    5    22    7    0
     1628    5    22    7    3
     1629    5    22    7    2
     1630    5    22    7    5
     1631    5    22    7    4
     1632    5    22    8    1
     1633    5    22    8    0
     1634    5    22    8    3
     1635    5    22    8    2
     1636    5    22    8    5
     1637    5    22    8    4
     1638    5    22    9    1
     1639    5    22    9    0
     1640    5    22    9    3
     1641    5    22    9    2
     1642    5    22    9    5
     1643    5    22    9    4
     1644    5    22   10    1
     1645    5    22   10    0
     1646    5    22   10    3
     1647    5    22   10    2
     1648    5    22   10    5
     1649    5    22   10    4
     1650    5    22   11    1
     1651    5    22   11    0
     1652    5    22   11    3
     1653    5    22   11    2
     1654    5    22   11    5
     1655    5    22   11    4
     1656    5    23    1    6
     1657    5    23    0    6
     1658    5    23    1    7
     1659    5    23    0    7
     1660    5    23    1    8
     1661    5    23    0    8
     1662    5    23    1    9
     1663    5    23    0    9
     1664    5    23    1   10
     1665    5    23    0   10
     1666    5    23    1   11
     1667    5    23    0   11
     1668    5    23    2   11
     1669    5    23    2   10
     1670    5    23    2    9
     1671    5    23    3   11
     1672    5    23    4   11
     1673    5    23    4   10
     1674    5    23    2    8
     1675    5    23    2    7
     1676    5    23    2    6
     1677    5    23    3   10
     1678    5    23    3    9
     1679    5    23    5   11
     1680    5    23    5   10
     1681    5    23    5    9
     1682    5    23    4    9
     1683    5    23    3    8
     1684    5    23    4    8
     1685    5    23    5    8
     1686    5    23    3    7
     1687    5    23    4    7
     1688    5    23    5    7
     1689    5    23    3    6
     1690    5    23    4    6
     1691    5    23    5    6
     1692    5    23    6   11
     1693    5    23    6   10
     1694    5    23    6    9
     1695    5    23    6    8
     1696    5    23    6    7
     1697    5    23    6    6
     1698    5    23    7   11
     1699    5    23    7   10
     1700    5    23    7    9
     1701    5    23    7    8
     1702    5    23    7    7
     1703    5    23    7    6
     1704    5    23    8    6
     1705    5    23    8    7
     1706    5    23    8    8
     1707    5    23    8    9
     1708    5    23    8   10
     1709    5    23    8   11
     1710    5    23    9    6
     1711    5    23    9    7
     1712    5    23    9    8
     1713    5    23    9    9
     1714    5    23    9   10
     1715    5    23    9   11
     1716    5    23   10    6
     1717    5    23   10    7
     1718    5    23   10    8
     1719    5    23   10    9
     1720    5    23   10   10
     1721    5    23   10   11
     1722    5    23   11    6
     1723    5    23   11    7
     1724    5    23   11    8
     1725    5    23   11    9
     1726    5    23   11   10
     1727    5    23   11   11
