fem50             2.13539
0     319.745     522.313     1.63353
1     461.4       522.313     1.13202
2     496.048     522.313     1.05295
3     489.663     522.313     1.06668
4     509.231     522.313     1.02569
5     533.841     522.313     0.978406
6     530.37      522.313     0.984808
7     558.302     522.313     0.935538
8     552.619     522.313     0.945158
9     573.754     522.313     0.910343
10    551.475     522.313     0.94712
11    542.073     522.313     0.963547
12    518.895     522.313     1.00659
13    541.701     522.313     0.964209
14    545.087     522.313     0.958219
15    523.317     522.313     0.99808
16    514.793     522.313     1.01461
17    562.197     522.313     0.929057
18    532.153     522.313     0.981509
19    517.764     522.313     1.00879
20    499.19      522.313     1.04632
21    491.402     522.313     1.0629
22    442.189     522.313     1.1812
23    100.002     522.313     5.22302
