0	257.659	6.74682	284.646
1	282.657	6.35173	308.064
2	198.469	6.74153	225.435
3	303.487	6.55909	329.723
4	212.949	6.64797	239.541
5	174.149	6.57122	200.434
6	234.442	6.61913	260.918
7	190.93	6.52363	217.024
8	236.969	6.81847	264.243
9	193.807	6.69978	220.607
10	318.322	6.86875	345.796
11	266.542	6.7264	293.447
12	159.772	6.62669	186.279
13	222.183	6.58066	248.506
14	166.035	6.88052	193.557
15	250.919	6.82165	278.206
16	131.942	6.75932	158.98
17	258.444	6.87279	285.935
18	272.738	6.75238	299.747
19	282.902	6.51809	308.974
20	221.137	6.86633	248.602
21	220.778	6.80916	248.015
22	193.573	6.78355	220.708
23	206.576	6.75759	233.607
24	221.064	6.79096	248.228
25	258.985	6.57738	285.295
26	218.882	6.90752	246.512
27	240.375	6.77749	267.485
28	268.638	6.86349	296.092
29	194.668	6.79615	221.853
30	219.554	6.78358	246.688
31	224.431	6.67757	251.141
32	303.623	6.86835	331.096
33	240.207	6.79059	267.369
34	223.411	6.88864	250.966
35	250.931	6.91343	278.585
36	324.35	6.73886	351.305
37	172.761	6.68019	199.482
38	191.361	6.54318	217.533
39	262.276	6.64394	288.851
40	300.234	6.95437	328.051
41	199.679	6.79538	226.861
42	261.583	6.76579	288.646
43	218.026	6.726	244.93
44	275.481	6.6506	302.083
45	255.602	6.60872	282.037
46	239.223	6.7582	266.256
47	247.369	6.69202	274.137
48	214.036	6.8528	241.447
49	222.966	6.77689	250.073
50	290.504	6.51172	316.551
51	237.114	6.65451	263.732
52	160.537	6.54956	186.736
53	194.902	6.60339	221.316
54	214.298	6.71973	241.177
55	198.975	6.90751	226.605
56	177.102	6.56636	203.368
57	227.63	6.43962	253.388
58	270.989	6.63035	297.51
59	225.158	6.53767	251.309
60	250.97	6.82329	278.263
61	161.996	3.44251	175.766
62	213.823	6.71582	240.686
63	169.575	6.65906	196.211
64	200.963	6.86127	228.408
65	104.443	6.72911	131.36
66	174.757	7.27325	203.85
67	180.762	3.54325	194.935
68	263.81	7.0916	292.177
69	99.7305	6.99664	127.717
70	271.831	7.41224	301.48
71	204.646	7.31941	233.924
72	243.528	6.57348	269.822
73	260.239	6.47972	286.158
74	273.347	6.42975	299.066
75	252.704	6.3426	278.075
76	210.626	6.40629	236.251
77	215.215	6.38516	240.755
78	323.3	6.65017	349.9
79	235.748	6.45465	261.567
80	284.648	6.52565	310.751
81	231.31	6.58886	257.665
82	296.255	6.42066	321.938
83	262.398	6.44345	288.172
84	170.863	6.55893	197.099
85	251.53	6.46262	277.38
86	170.82	6.48554	196.762
87	194.335	6.53716	220.483
88	158.191	6.60765	184.622
89	196.736	6.49714	222.724
90	210.842	6.41792	236.514
91	192.053	6.60344	218.467
92	214.486	6.49394	240.462
93	261.879	6.53345	288.012
94	202.843	6.41116	228.488
95	137.498	6.48166	163.425
96	242.351	6.52117	268.435
97	201.841	6.55454	228.059
98	182.097	6.61099	208.541
99	261.696	6.46277	287.547
100	182.857	6.58405	209.193
101	198.004	6.5023	224.013
102	257.337	6.64591	283.92
103	200.107	6.54116	226.272
104	303.428	6.67916	330.144
105	232.574	6.44409	258.351
106	275.625	6.75462	302.644
107	174.312	6.57183	200.599
108	287.131	6.67506	313.832
109	248.306	6.39476	273.885
110	247.157	6.78389	274.292
111	177.651	6.4055	203.273
112	218	6.63617	244.545
113	277.785	6.45894	303.621
114	136.385	6.64072	162.947
115	217.509	6.47136	243.394
116	301.057	6.62818	327.57
117	235.059	6.50991	261.099
118	271.909	6.63661	298.456
119	213.44	6.6473	240.029
120	180.275	6.53567	206.418
121	191.142	6.72175	218.029
122	308.72	6.73258	335.65
123	240.676	6.58043	266.998
124	262.771	6.73206	289.699
125	188.206	6.72908	215.122
126	263.818	6.62352	290.312
127	286.154	6.70854	312.989
128	282.712	6.7437	309.686
129	218.184	6.62507	244.684
130	148.767	6.89792	176.358
131	229.895	6.66647	256.56
132	217.491	6.64594	244.075
133	227.541	6.60697	253.969
134	185.775	6.90266	213.385
135	219.116	6.61813	245.589
136	178.353	6.5848	204.692
137	261.282	6.5648	287.541
138	199.333	6.74743	226.323
139	203.317	6.48918	229.274
140	276.309	6.64364	302.884
141	226.408	6.61801	252.88
142	221.709	6.59308	248.082
143	252.226	6.52162	278.313
144	299.378	3.65373	313.993
145	318.747	3.57421	333.044
146	265.789	3.65006	280.389
147	253.449	3.56693	267.717
148	315.914	3.70477	330.733
149	186.411	3.5721	200.7
150	320.809	3.66139	335.455
151	260.213	3.55037	274.414
152	332.748	3.56195	346.996
153	280.983	3.47733	294.893
154	351.362	3.62602	365.866
155	284.866	3.61645	299.332
156	311.355	3.55812	325.588
157	296.788	3.53511	310.929
158	336.768	3.62976	351.287
159	181.537	3.51619	195.602
160	240.355	3.59697	254.743
161	312.782	3.53239	326.912
162	231.796	3.55966	246.034
163	289.58	3.52924	303.697
164	339.249	3.60371	353.664
165	242.368	3.60268	256.778
166	245.982	3.60239	260.391
167	321.666	3.58048	335.988
168	373.978	3.53369	388.112
169	253.767	3.54389	267.943
170	256.916	3.60298	271.328
171	234.072	3.49674	248.058
172	300.735	3.59741	315.124
173	267.303	3.49925	281.3
174	304.598	3.56021	318.839
175	310.968	3.49203	324.936
176	248.275	3.58646	262.621
177	272.073	3.54721	286.262
178	310.143	3.51829	324.216
179	221.816	3.59358	236.19
180	317.869	3.58987	332.229
181	294.852	3.38812	308.404
182	285.816	3.52292	299.908
183	174.728	3.5608	188.971
184	262.842	3.5045	276.86
185	263.292	3.519	277.368
186	365.892	3.50497	379.912
187	322.088	3.52238	336.177
188	317.565	3.67643	332.271
189	217.586	3.42006	231.266
190	252.567	3.52663	266.673
191	229.126	3.50958	243.165
192	281.711	3.59155	296.078
193	320.206	3.51168	334.253
194	268.067	3.61539	282.528
195	264.708	3.45235	278.517
196	262.451	3.55875	276.686
197	264.292	3.5073	278.321
198	254.535	3.54209	268.704
199	284.782	3.51769	298.853
200	262.88	3.63886	277.436
201	330.38	3.58315	344.713
202	259.171	3.61028	273.612
203	315.367	3.53285	329.498
204	283.417	3.56482	297.677
205	277.942	3.44699	291.73
206	323.566	3.58124	337.891
207	313.085	3.48118	327.01
208	284.998	3.56291	299.25
209	245.671	3.47103	259.555
210	314.698	3.559	328.934
211	320.271	3.5998	334.67
212	330.921	3.55406	345.137
213	302.835	3.47404	316.732
214	197.317	3.57732	211.626
215	312.025	3.43841	325.779
216	292.733	7.50389	322.748
217	205.258	7.34837	234.652
218	301.178	7.61111	331.623
219	250.075	7.36003	279.515
220	303.65	7.58321	333.983
221	278.086	7.45966	307.925
222	221.314	7.26967	250.393
223	246.963	7.08224	275.292
224	305.002	7.2165	333.868
225	153.057	6.98419	180.994
226	251.787	7.26242	280.836
227	179.664	7.23415	208.601
228	230.264	7.07661	258.571
229	207.585	7.00058	235.588
230	241.517	6.9182	269.189
231	192.423	6.91284	220.074
232	124.281	6.99992	152.281
233	264.667	6.99188	292.634
234	248.224	6.83751	275.574
235	203.132	6.94002	230.892
236	238.486	6.7591	265.523
237	198.502	6.80219	225.711
238	244.341	6.91538	272.003
239	236.649	6.87193	264.137
240	221.701	6.91402	249.357
241	259.208	6.99623	287.193
242	245.141	6.81425	272.398
243	232.926	6.69609	259.711
244	241.979	6.83349	269.313
245	271.237	6.91797	298.909
246	225.93	7.18157	254.656
247	276.782	7.23662	305.728
248	245.057	6.82704	272.365
