fem53            1.73696
0     325.731    642.121     1.97132
1     580.746    642.121     1.10568
2     584.701    642.121     1.0982
3     478.681    642.121     1.34144
4     613.848    642.121     1.04606
5     600.664    642.121     1.06902
6     635.816    642.121     1.00992
7     670.896    642.121     0.957109
8     661.693    642.121     0.970422
9     569.311    642.121     1.12789
10    654.498    642.121     0.981089
11    581.215    642.121     1.10479
12    627.066    642.121     1.02401
13    667.947    642.121     0.961335
14    695.766    642.121     0.922898
15    691.134    642.121     0.929084
16    689.746    642.121     0.930953
17    672.983    642.121     0.954142
18    664.299    642.121     0.966615
19    646.261    642.121     0.993594
20    612.782    642.121     1.04788
21    620.016    642.121     1.03565
22    609.439    642.121     1.05363
23    360.198    642.121     1.78269
